customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
8637-XJIVR,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,12,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,78.95,927.35
9803-FTJCG,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,71,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Credit card (automatic),66.85,4748.7
0278-YXOOG,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,21.05,113.85
3212-KXOCR,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,52,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),21,1107.2
4598-XLKNJ,Churning,Female,Senior,Partner,NoDependents,25,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,98.5,2514.5
6380-ARCEH,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,20.2,20.2
3679-XASPY,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Electronic check,19.45,19.45
7123-WQUHX,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,38,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Bank transfer (automatic),95,3605.6
5386-THSLQ,NonChurning,Female,Senior,Partner,NoDependents,66,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Bank transfer (automatic),45.55,3027.25
3192-NQECA,Churning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,68,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),110,7611.85
6180-YBIQI,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,24.3,100.2
6728-DKUCO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,104.15,7303.05
9750-BOOHV,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,32,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Mailed check,30.15,927.65
8597-CWYHH,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,43,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,NoPaperlessBilling,Mailed check,94.35,3921.3
2848-YXSMW,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Credit card (automatic),19.4,1363.25
0486-HECZI,Churning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,55,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,96.75,5238.9
4549-ZDQYY,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,52,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),57.95,3042.25
5712-AHQNN,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,43,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,91.65,3954.1
4846-WHAFZ,Churning,Female,Senior,Partner,NoDependents,37,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,76.5,2868.15
5256-SKJGO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,64,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Electronic check,54.6,3423.5
3071-VBYPO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,3,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,89.85,248.4
9560-BBZXK,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,36,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),31.05,1126.35
5299-RULOA,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,10,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,100.25,1064.65
8402-OOOHJ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,41,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.65,835.15
9445-ZUEQE,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,27,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),85.2,2151.6
1091-SOZGA,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,56,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),99.8,5515.45
2928-HLDBA,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,6,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,20.7,112.75
0404-SWRVG,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,3,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,74.4,229.55
6497-TILVL,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,7,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,50.7,350.35
7219-TLZHO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,4,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,20.85,62.9
4622-YNKIJ,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,33,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Electronic check,88.95,3027.65
4412-YLTKF,Churning,Female,Senior,NoPartner,NoDependents,27,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,78.05,2135.5
6734-PSBAW,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Bank transfer (automatic),23.55,1723.95
3930-ZGWVE,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,19.75,19.75
2639-UGMAZ,NonChurning,Male,Senior,NoPartner,NoDependents,71,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,56.45,3985.35
2876-GZYZC,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,13,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,85.95,1215.65
6207-WIOLX,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,25,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),58.6,1502.65
8587-XYZSF,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,67,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),50.55,3260.1
3091-FYHKI,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,35.45,35.45
2372-HWUHI,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,44.35,81.25
7799-LGRDP,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,43,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Credit card (automatic),25.7,1188.2
7850-VWJUU,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,23,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),75,1778.5
3774-VBNXY,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,64,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.2,1277.75
6217-KDYWC,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,57,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Mailed check,19.6,1170.55
0390-DCFDQ,Churning,Female,Senior,Partner,NoDependents,1,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,70.45,70.45
3146-MSEGF,NonChurning,Female,Senior,Partner,Dependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),88.05,6425.65
4080-OGPJL,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,8,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,71.15,563.65
1095-WGNGG,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,61,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),101.05,5971.25
2636-SJDOU,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,64,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Credit card (automatic),84.3,5289.05
1131-QQZEB,NonChurning,Male,Senior,Partner,NoDependents,71,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),23.95,1756.2
5716-EZXZN,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,65,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),99.05,6416.7
6837-BJYDQ,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,3,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Mailed check,19.6,61.35
2135-RXIHG,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,45.65,45.65
6440-DKQGE,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,30,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),64.5,1929.95
3466-BYAVD,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,15,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Mailed check,69.5,1071.4
3780-YVMFA,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,8,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,68.55,564.35
3874-EQOEP,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,7,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,95,655.5
1679-JRFBR,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,70,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),108.15,7930.55
9073-ZZIAY,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,62,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Electronic check,86.1,5215.25
3077-RSNTJ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,6,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,19.7,113.5
6551-GNYDG,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,14,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),80.9,1152.8
9167-APMXZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,22,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),84.15,1821.95
2749-CTKAJ,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,22,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Mailed check,20.15,419.9
6371-NZYEG,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,16,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Mailed check,64.25,1024
7554-NEWDD,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,10,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),25.7,251.6
8992-VONJD,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,13,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,56,764.55
0867-MKZVY,Churning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,20,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,82.4,1592.35
4482-EWFMI,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,69.7,135.2
4648-YPBTM,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,53,PhoneService,MultipleLines,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),73.9,3958.25
2907-ILJBN,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,11,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Mailed check,20.6,233.9
